id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
MR121,Akjoujt,Akjoujt,akjoujt-mr121,MR121,1,19.906,-14.241
MR122,Bennechab,Bennechab,bennechab-mr122,MR122,2,19.55,-15.153
